ear;distancia_entre_os_labios;nome_video;
0.331763812;16.16666667;55/0.mp4;
0.337617441;15.16666667;55/0.mp4;
0.315513336;16.16666667;55/0.mp4;
0.351340774;16.16666667;55/0.mp4;
0.345186724;17.16666667;55/0.mp4;
0.317596841;16.33333333;55/0.mp4;
0.329475352;16.66666667;55/0.mp4;
0.323385033;17.16666667;55/0.mp4;
0.352153222;16.33333333;55/0.mp4;
0.335771657;17.16666667;55/0.mp4;
0.331676495;17;55/0.mp4;
0.339813094;17.16666667;55/0.mp4;
0.357857069;16.16666667;55/0.mp4;
0.331648183;16.83333333;55/0.mp4;
0.341791664;16.66666667;55/0.mp4;
0.319672551;17.33333333;55/0.mp4;
0.32792496;16.5;55/0.mp4;
0.358747224;11.33333333;55/0.mp4;
0.356569622;15.16666667;55/0.mp4;
0.333973257;17;55/0.mp4;
0.347930735;14.83333333;55/0.mp4;
0.329387826;15.66666667;55/0.mp4;
0.335548606;16.33333333;55/0.mp4;
0.317294714;14;55/0.mp4;
0.334930503;15.5;55/0.mp4;
0.335544541;15.5;55/0.mp4;
0.321166262;14.33333333;55/0.mp4;
0.344545188;13.83333333;55/0.mp4;
0.297485953;16.16666667;55/0.mp4;
0.308770514;16;55/0.mp4;
0.32302616;13.83333333;55/0.mp4;
0.320557107;14.83333333;55/0.mp4;
0.29256148;15.33333333;55/0.mp4;
0.339467999;15;55/0.mp4;
0.327225233;13.66666667;55/0.mp4;
0.299906294;16;55/0.mp4;
0.281293431;16;55/0.mp4;
0.344374091;9.833333333;55/0.mp4;
0.309291653;15.16666667;55/0.mp4;
0.333231069;12.5;55/0.mp4;
0.294953354;16.16666667;55/0.mp4;
0.308103858;14.66666667;55/0.mp4;
0.297532806;15.66666667;55/0.mp4;
0.318126358;14.66666667;55/0.mp4;
0.314167298;16.66666667;55/0.mp4;
0.285604904;17.16666667;55/0.mp4;
0.310660534;16.5;55/0.mp4;
0.296887342;16.16666667;55/0.mp4;
0.297532806;16.83333333;55/0.mp4;
0.300195129;16.5;55/0.mp4;
0.306014046;16.33333333;55/0.mp4;
0.305294506;16.66666667;55/0.mp4;
0.316747135;14.5;55/0.mp4;
0.310394252;15.16666667;55/0.mp4;
0.287693616;16.83333333;55/0.mp4;
0.274819094;16.83333333;55/0.mp4;
0.278138654;16.33333333;55/0.mp4;
0.285424435;14.5;55/0.mp4;
0.277855502;17.16666667;55/0.mp4;
0.269109866;17.33333333;55/0.mp4;
0.290145828;16.66666667;55/0.mp4;
0.255939824;15.83333333;55/0.mp4;
0.279623947;14.83333333;55/0.mp4;
0.275463836;16.16666667;55/0.mp4;
0.294686722;16.33333333;55/0.mp4;
0.294836041;13.66666667;55/0.mp4;
0.298945043;12.83333333;55/0.mp4;
0.271091118;16.33333333;55/0.mp4;
0.285223593;14.66666667;55/0.mp4;
0.309894256;16;55/0.mp4;
0.291473678;16.16666667;55/0.mp4;
0.292609567;14.33333333;55/0.mp4;
0.272723593;16.16666667;55/0.mp4;
0.278385719;16.83333333;55/0.mp4;
0.287182031;16.5;55/0.mp4;
0.292270349;14;55/0.mp4;
0.306062851;16;55/0.mp4;
0.275119397;15.83333333;55/0.mp4;
0.292828111;15.33333333;55/0.mp4;
0.305219431;16.66666667;55/0.mp4;
0.285901809;14.5;55/0.mp4;
0.281369397;16.16666667;55/0.mp4;
0.282141253;17;55/0.mp4;
0.286143984;16.33333333;55/0.mp4;
0.296126229;10;55/0.mp4;
0.328710266;10.66666667;55/0.mp4;
0.318472812;12.83333333;55/0.mp4;
0.306276072;11.83333333;55/0.mp4;
0.327205136;16.16666667;55/0.mp4;
0.281338413;16.33333333;55/0.mp4;
0.287202319;16.5;55/0.mp4;
0.318076297;16.33333333;55/0.mp4;
0.284246332;16.33333333;55/0.mp4;
0.301380255;16.33333333;55/0.mp4;
0.275394752;17;55/0.mp4;
0.27245485;17.33333333;55/0.mp4;
0.31793291;15.5;55/0.mp4;
0.303904222;16.66666667;55/0.mp4;
0.278171737;16.16666667;55/0.mp4;
0.277936032;16.16666667;55/0.mp4;
0.325815672;16;55/0.mp4;
0.291295095;16;55/0.mp4;
0.281905072;17.33333333;55/0.mp4;
0.266103664;16.5;55/0.mp4;
0.269603963;16.5;55/0.mp4;
0.297380962;15.66666667;55/0.mp4;
0.281134638;16.5;55/0.mp4;
0.320416529;16.66666667;55/0.mp4;
0.314427767;13.5;55/0.mp4;
0.308007945;14;55/0.mp4;
0.301356964;16.33333333;55/0.mp4;
0.296181942;13;55/0.mp4;
0.308609896;15;55/0.mp4;
0.307393932;15.83333333;55/0.mp4;
0.285017986;16.66666667;55/0.mp4;
0.297880958;17;55/0.mp4;
0.301900189;15.33333333;55/0.mp4;
0.306513886;15.33333333;55/0.mp4;
0.296274226;16.16666667;55/0.mp4;
0.329189938;16;55/0.mp4;
0.316398874;15;55/0.mp4;
0.32300158;16;55/0.mp4;
0.287179381;17;55/0.mp4;
0.272156238;16.83333333;55/0.mp4;
0.287397617;16;55/0.mp4;
0.308770514;16.16666667;55/0.mp4;
0.287564746;17.16666667;55/0.mp4;
0.290308638;16;55/0.mp4;
0.277368015;16.5;55/0.mp4;
0.282784568;16.83333333;55/0.mp4;
0.268905233;17.33333333;55/0.mp4;
0.304178777;15;55/0.mp4;
0.316650568;15;55/0.mp4;
0.284529044;16.66666667;55/0.mp4;
0.326746354;14.33333333;55/0.mp4;
0.284380758;17;55/0.mp4;
0.298400676;14.83333333;55/0.mp4;
0.259471738;16.83333333;55/0.mp4;
0.313078433;13;55/0.mp4;
0.306513642;15.5;55/0.mp4;
0.281576583;17.16666667;55/0.mp4;
0.323292442;15.66666667;55/0.mp4;
0.310545601;16.16666667;55/0.mp4;
0.291539944;16.33333333;55/0.mp4;
0.282543014;14.66666667;55/0.mp4;
0.311636326;14.16666667;55/0.mp4;
0.270134451;14;55/0.mp4;
0.305478881;8.833333333;55/0.mp4;
0.289784334;14.16666667;55/0.mp4;
0.282626134;16;55/0.mp4;
0.293503187;13.83333333;55/0.mp4;
0.307745007;15.33333333;55/0.mp4;
0.327156793;13.5;55/0.mp4;
0.337266409;11.33333333;55/0.mp4;
0.285645072;15.5;55/0.mp4;
0.306873993;9.833333333;55/0.mp4;
0.298748901;14.5;55/0.mp4;
0.277459021;13.16666667;55/0.mp4;
0.269579214;13.66666667;55/0.mp4;
0.302994511;15.5;55/0.mp4;
0.318666173;15.16666667;55/0.mp4;
0.279154849;15.66666667;55/0.mp4;
0.259107105;16.66666667;55/0.mp4;
0.284880962;17.16666667;55/0.mp4;
0.27553529;16.33333333;55/0.mp4;
0.294178016;17.66666667;55/0.mp4;
0.243762606;16.33333333;55/0.mp4;
0.288893472;15.5;55/0.mp4;
0.310134286;16.83333333;55/0.mp4;
0.281905072;17.5;55/0.mp4;
0.263425404;14.83333333;55/0.mp4;
0.303492412;15.5;55/0.mp4;
0.302923991;14.33333333;55/0.mp4;
0.306851652;14;55/0.mp4;
0.314150964;12.66666667;55/0.mp4;
0.28513404;15.33333333;55/0.mp4;
0.30558268;14.66666667;55/0.mp4;
0.284829085;15.66666667;55/0.mp4;
0.301036001;12.66666667;55/0.mp4;
0.295056723;15.5;55/0.mp4;
0.321061188;11.33333333;55/0.mp4;
0.310785299;15.66666667;55/0.mp4;
0.259382968;16.33333333;55/0.mp4;
0.316118155;11.83333333;55/0.mp4;
0.271437161;15.83333333;55/0.mp4;
0.259543567;17;55/0.mp4;
0.299262312;15.5;55/0.mp4;
0.27222223;15.16666667;55/0.mp4;
0.301888112;14.16666667;55/0.mp4;
0.28961629;13.5;55/0.mp4;
0.289411725;11.16666667;55/0.mp4;
0.282092723;17;55/0.mp4;
0.294962316;15.33333333;55/0.mp4;
0.32476782;13.33333333;55/0.mp4;
0.250463595;15.83333333;55/0.mp4;
0.239838387;16.33333333;55/0.mp4;
0.246943223;16;55/0.mp4;
0.256970719;16.16666667;55/0.mp4;
0.277463076;16.83333333;55/0.mp4;
0.275198177;17.83333333;55/0.mp4;
0.294657885;17.16666667;55/0.mp4;
0.262106965;17.83333333;55/0.mp4;
0.282103963;17.83333333;55/0.mp4;
0.285383348;16.66666667;55/0.mp4;
0.262393678;16.16666667;55/0.mp4;
0.293560433;16.66666667;55/0.mp4;
0.29210541;17.16666667;55/0.mp4;
0.285179522;18.16666667;55/0.mp4;
0.308587824;17;55/0.mp4;
0.316839691;15.83333333;55/0.mp4;
0.306513886;17.5;55/0.mp4;
0.316108087;13.5;55/0.mp4;
0.301097079;14.5;55/0.mp4;
0.31477861;15.66666667;55/0.mp4;
0.296533464;16.66666667;55/0.mp4;
0.299938795;15.83333333;55/0.mp4;
0.283626089;17;55/0.mp4;
0.277593621;16.66666667;55/0.mp4;
0.268954972;16;55/0.mp4;
0.306519488;14.66666667;55/0.mp4;
0.329606807;17.16666667;55/0.mp4;
0.32711656;14;55/0.mp4;
0.326967364;15.83333333;55/0.mp4;
0.325037285;15.66666667;55/0.mp4;
0.316802179;15;55/0.mp4;
0.307576186;16.83333333;55/0.mp4;
0.303703492;16.5;55/0.mp4;
0.284177161;16.66666667;55/0.mp4;
0.308349436;16.83333333;55/0.mp4;
0.287979676;16.83333333;55/0.mp4;
0.302238134;16;55/0.mp4;
0.288509398;17.83333333;55/0.mp4;
0.309741653;16.66666667;55/0.mp4;
0.309761863;18.16666667;55/0.mp4;
0.305031956;18.5;55/0.mp4;
0.335613957;16;55/0.mp4;
0.259351308;18.16666667;55/0.mp4;
0.28482735;16.66666667;55/0.mp4;
0.320906692;15.66666667;55/0.mp4;
0.292385525;17.83333333;55/0.mp4;
0.249813696;20.16666667;55/0.mp4;
0.277716627;18;55/0.mp4;
0.297502962;17.16666667;55/0.mp4;
0.276284688;17.5;55/0.mp4;
0.307482383;18.5;55/0.mp4;
0.298030344;17;55/0.mp4;
0.291199272;17.66666667;55/0.mp4;
0.291740309;16.16666667;55/0.mp4;
0.279888489;16.83333333;55/0.mp4;
0.30141149;16.16666667;55/0.mp4;
0.313436043;18;55/0.mp4;
0.316724757;16.16666667;55/0.mp4;
0.262149914;15.16666667;55/0.mp4;
0.289912112;16.83333333;55/0.mp4;
0.287050921;16.66666667;55/0.mp4;
0.28469725;16;55/0.mp4;
0.289912112;14.16666667;55/0.mp4;
0.307155608;15.33333333;55/0.mp4;
0.284335558;15.66666667;55/0.mp4;
0.300929566;15.16666667;55/0.mp4;
0.288533421;16.66666667;55/0.mp4;
0.30720878;16.16666667;55/0.mp4;
0.280392631;16.66666667;55/0.mp4;
0.26818758;16.66666667;55/0.mp4;
0.292958701;16.5;55/0.mp4;
0.312868201;16.33333333;55/0.mp4;
0.333246455;15.83333333;55/0.mp4;
0.294511132;16.83333333;55/0.mp4;
0.308844071;18.66666667;55/0.mp4;
0.337743116;17.83333333;55/0.mp4;
0.323052412;17.83333333;55/0.mp4;
0.32711656;19;55/0.mp4;
0.292837801;22.16666667;55/0.mp4;
0.283272733;22.83333333;55/0.mp4;
0.290610248;21;55/0.mp4;
0.285164468;21.83333333;55/0.mp4;
0.26554392;23.16666667;55/0.mp4;
0.281033546;21.83333333;55/0.mp4;
0.268826448;23.16666667;55/0.mp4;
0.274779652;19.16666667;55/0.mp4;
0.267939835;17.66666667;55/0.mp4;
0.273936509;16.83333333;55/0.mp4;
0.285007939;13.83333333;55/0.mp4;
0.294928829;9.666666667;55/0.mp4;
0.246905459;14.16666667;55/0.mp4;
0.253384113;15.83333333;55/0.mp4;
0.276126043;13.16666667;55/0.mp4;
0.285291356;6.666666667;55/0.mp4;
0.244633033;12.66666667;55/0.mp4;
0.293635766;12.16666667;55/0.mp4;
0.305032714;3.833333333;55/0.mp4;
0.261017826;5.666666667;55/0.mp4;
0.271605225;14.66666667;55/0.mp4;
0.266495258;13.66666667;55/0.mp4;
0.244902908;17;55/0.mp4;
0.262585049;17.33333333;55/0.mp4;
0.252160659;16;55/0.mp4;
0.262124494;16.83333333;55/0.mp4;
0.189843529;19.16666667;55/0.mp4;
0.198152925;19;55/0.mp4;
0.253101008;20;55/0.mp4;
0.242495979;20.33333333;55/0.mp4;
0.242667128;19.83333333;55/0.mp4;
0.243039951;20.16666667;55/0.mp4;
0.269007055;21.16666667;55/0.mp4;
0.291368357;23.33333333;55/0.mp4;
0.274815642;20.66666667;55/0.mp4;
0.278528846;19.33333333;55/0.mp4;
0.291618486;20;55/0.mp4;
0.287881879;21.83333333;55/0.mp4;
0.283819703;22;55/0.mp4;
0.281354155;20.83333333;55/0.mp4;
0.274616891;21.16666667;55/0.mp4;
0.274431661;23.33333333;55/0.mp4;
0.268355013;22.33333333;55/0.mp4;
0.278423258;19.5;55/0.mp4;
0.262429262;20.83333333;55/0.mp4;
0.241562427;19.83333333;55/0.mp4;
0.293702637;22;55/0.mp4;
0.277882536;21.66666667;55/0.mp4;
0.272147601;21.66666667;55/0.mp4;
0.297341317;22.5;55/0.mp4;
0.278129883;24;55/0.mp4;
0.272548414;22.66666667;55/0.mp4;
0.291077133;20.66666667;55/0.mp4;
0.29622876;20.66666667;55/0.mp4;
0.256047008;19.33333333;55/0.mp4;
0.259083115;19.16666667;55/0.mp4;
0.26898684;18.66666667;55/0.mp4;
0.272165446;19;55/0.mp4;
0.268826714;19.83333333;55/0.mp4;
0.27473577;19.83333333;55/0.mp4;
0.249868597;19;55/0.mp4;
0.262728664;19.66666667;55/0.mp4;
0.265528909;18.83333333;55/0.mp4;
0.259531917;18.83333333;55/0.mp4;
0.262585269;18.33333333;55/0.mp4;
0.263433647;17.83333333;55/0.mp4;
0.243673864;17.5;55/0.mp4;
0.269809372;16.33333333;55/0.mp4;
0.273169366;16.33333333;55/0.mp4;
0.289647153;15.16666667;55/0.mp4;
0.279010454;15.66666667;55/0.mp4;
0.240060421;16.83333333;55/0.mp4;
0.312742004;16;55/0.mp4;
0.259088638;15.83333333;55/0.mp4;
0.281559161;16.66666667;55/0.mp4;
0.26885463;16.83333333;55/0.mp4;
0.250506211;15.33333333;55/0.mp4;
0.262023903;15.66666667;55/0.mp4;
0.268545182;16.33333333;55/0.mp4;
0.259578309;16.83333333;55/0.mp4;
0.265469212;15.5;55/0.mp4;
0.259446654;15.5;55/0.mp4;
0.252721663;16.66666667;55/0.mp4;
0.294078443;15;55/0.mp4;
0.256418935;16.16666667;55/0.mp4;
0.266205515;15.5;55/0.mp4;
0.271816015;14.83333333;55/0.mp4;
0.243940648;15;55/0.mp4;
0.285148569;15.5;55/0.mp4;
0.265579951;15.66666667;55/0.mp4;
0.265922097;14.83333333;55/0.mp4;
0.285116804;14;55/0.mp4;
0.259510534;13.83333333;55/0.mp4;
0.259406277;15;55/0.mp4;
0.268526572;16.16666667;55/0.mp4;
0.243889032;16.16666667;55/0.mp4;
0.256241621;16;55/0.mp4;
0.234644314;14.66666667;55/0.mp4;
0.250040401;15;55/0.mp4;
0.26228921;15.83333333;55/0.mp4;
0.231606656;16.16666667;55/0.mp4;
0.259121803;16.66666667;55/0.mp4;
0.243562796;16;55/0.mp4;
0.225754418;16.33333333;55/0.mp4;
0.219354641;16.66666667;55/0.mp4;
0.225679124;16.33333333;55/0.mp4;
0.256216601;17.33333333;55/0.mp4;
0.240827836;15.66666667;55/0.mp4;
0.268990462;13.5;55/0.mp4;
0.269142308;16.16666667;55/0.mp4;
0.227937645;16.33333333;55/0.mp4;
0.253044512;16.5;55/0.mp4;
0.259547438;16.5;55/0.mp4;
0.281746538;14;55/0.mp4;
0.253040564;16;55/0.mp4;
0.233994674;15.16666667;55/0.mp4;
0.268628723;16.16666667;55/0.mp4;
0.238055283;15.33333333;55/0.mp4;
0.256465861;17.5;55/0.mp4;
0.273875028;15.83333333;55/0.mp4;
0.198191126;15.5;55/0.mp4;
0.202879447;17;55/0.mp4;
0.181324924;16.5;55/0.mp4;
0.202788006;15.16666667;55/0.mp4;
0.2074398;17;55/0.mp4;
0.221013012;19;55/0.mp4;
0.255736158;18;55/0.mp4;
0.287920084;18.83333333;55/0.mp4;
0.259246635;19.16666667;55/0.mp4;
0.240388568;19.66666667;55/0.mp4;
0.221885465;18.5;55/0.mp4;
0.186894328;19;55/0.mp4;
0.220088248;17.5;55/0.mp4;
0.16534155;17;55/0.mp4;
0.207952774;16.16666667;55/0.mp4;
0.207385467;16.16666667;55/0.mp4;
0.243378181;15;55/0.mp4;
0.255843173;13.83333333;55/0.mp4;
0.222335895;13.5;55/0.mp4;
0.204626619;13.16666667;55/0.mp4;
0.262075668;15.83333333;55/0.mp4;
0.246791268;13.83333333;55/0.mp4;
0.207548198;13;55/0.mp4;
0.268117188;14.83333333;55/0.mp4;
0.287335918;15.66666667;55/0.mp4;
0.258781432;14.33333333;55/0.mp4;
0.281660853;13.33333333;55/0.mp4;
0.278122641;12.33333333;55/0.mp4;
0.298609665;13;55/0.mp4;
0.223585149;12.66666667;55/0.mp4;
0.286383997;13.5;55/0.mp4;
0.262356028;12.83333333;55/0.mp4;
0.246298688;13.66666667;55/0.mp4;
0.252563397;13.16666667;55/0.mp4;
0.266555805;9.666666667;55/0.mp4;
0.285276623;11.5;55/0.mp4;
0.190043813;13.33333333;55/0.mp4;
0.229109497;13;55/0.mp4;
0.167409499;13;55/0.mp4;
0.167519291;13;55/0.mp4;
0.216745812;13.16666667;55/0.mp4;
0.229627944;12.83333333;55/0.mp4;
0.228828684;13.16666667;55/0.mp4;
0.246015774;12.16666667;55/0.mp4;
0.220924634;13.83333333;55/0.mp4;
0.259675096;7.833333333;55/0.mp4;
0.272556764;13.83333333;55/0.mp4;
0.238841503;13.83333333;55/0.mp4;
0.258681233;10.5;55/0.mp4;
0.266102931;10.83333333;55/0.mp4;
0.265293189;5.833333333;55/0.mp4;
0.234007361;11.16666667;55/0.mp4;
0.225572738;13.5;55/0.mp4;
0.227499827;12.66666667;55/0.mp4;
0.255537664;10.5;55/0.mp4;
0.243307047;12.66666667;55/0.mp4;
0.233608313;15;55/0.mp4;
0.248935206;13.16666667;55/0.mp4;
0.228808884;4.333333333;55/0.mp4;
0.25454174;13.5;55/0.mp4;
0.257434163;14.16666667;55/0.mp4;
0.268767274;14.33333333;55/0.mp4;
0.317148452;12.16666667;55/0.mp4;
0.265771562;8.166666667;55/0.mp4;
0.269014479;9.5;55/0.mp4;
0.265225116;13.83333333;55/0.mp4;
0.276033075;10.66666667;55/0.mp4;
0.245664883;13.33333333;55/0.mp4;
0.240388803;14;55/0.mp4;
0.268292099;13.16666667;55/0.mp4;
0.256061487;14.83333333;55/0.mp4;
0.304732851;10.5;55/0.mp4;
0.288373374;14;55/0.mp4;
0.28069526;14.83333333;55/0.mp4;
0.268521706;12.66666667;55/0.mp4;
0.280291655;16.33333333;55/0.mp4;
0.277520218;16;55/0.mp4;
0.272469457;14.16666667;55/0.mp4;
0.26895846;14.5;55/0.mp4;
0.288142579;15.66666667;55/0.mp4;
0.289876917;13.83333333;55/0.mp4;
0.281182248;15;55/0.mp4;
0.284881849;15.66666667;55/0.mp4;
0.287141297;14.5;55/0.mp4;
0.324980383;12;55/0.mp4;
0.295180522;13.5;55/0.mp4;
0.274616891;15.5;55/0.mp4;
0.28742445;14;55/0.mp4;
0.285232958;15.33333333;55/0.mp4;
0.242945312;15.5;55/0.mp4;
0.216950558;13.16666667;55/0.mp4;
0.156565059;15.66666667;55/0.mp4;
0.181933492;15.16666667;55/0.mp4;
0.176319343;15.66666667;55/0.mp4;
0.236878784;14.16666667;55/0.mp4;
0.265716793;12.66666667;55/0.mp4;
0.252990233;16.16666667;55/0.mp4;
0.276353664;10.5;55/0.mp4;
0.293283617;9;55/0.mp4;
0.288228022;11.83333333;55/0.mp4;
0.305227547;15.33333333;55/0.mp4;
0.265155945;14.33333333;55/0.mp4;
0.313834231;11.66666667;55/0.mp4;
0.293917237;12.83333333;55/0.mp4;
0.31609286;14;55/0.mp4;
0.317863507;1.833333333;55/0.mp4;
0.317281835;1.5;55/0.mp4;
0.289198593;13.83333333;55/0.mp4;
0.304061579;4.833333333;55/0.mp4;
0.288415202;11.66666667;55/0.mp4;
0.338316619;5.666666667;55/0.mp4;
0.269798556;1.333333333;55/0.mp4;
0.301497394;7.333333333;55/0.mp4;
0.315771928;2.666666667;55/0.mp4;
0.273674566;13.16666667;55/0.mp4;
0.273195888;13.83333333;55/0.mp4;
0.279670746;13;55/0.mp4;
0.305376208;10.16666667;55/0.mp4;
0.315953739;0.5;55/0.mp4;
0.307857754;7.333333333;55/0.mp4;
0.290117012;0.166666667;55/0.mp4;
0.263442764;15;55/0.mp4;
0.260061154;9;55/0.mp4;
0.277232285;8.833333333;55/0.mp4;
0.286003168;13.16666667;55/0.mp4;
0.279075218;14.16666667;55/0.mp4;
0.292214926;12;55/0.mp4;
0.332015236;8;55/0.mp4;
0.302643621;8.5;55/0.mp4;
0.288518703;13.5;55/0.mp4;
0.317340288;4.333333333;55/0.mp4;
0.322782985;1.166666667;55/0.mp4;
0.28834643;5.666666667;55/0.mp4;
0.296554495;13.83333333;55/0.mp4;
0.282297727;10.33333333;55/0.mp4;
0.309986979;11.83333333;55/0.mp4;
0.277935767;15.33333333;55/0.mp4;
0.308056486;17.16666667;55/0.mp4;
